"編號","單字","詞性","中文意思","英文例句","例句翻譯"
"1809","tangerine","n.","橘子","I ate a sweet tangerine after lunch.","午餐後我吃了一顆甜橘子。"
"1810","tank","n.","坦克/水槽","The fish is swimming in the tank.","魚在水槽裡游泳。"
"1811","tape","n./v.","膠帶/錄音","Please use some tape to fix the broken box.","請用些膠帶修補那個壞掉的盒子。"
"1812","target","n.","目標","We reached our sales target for this month.","我們達成了這個月的銷售目標。"
"1813","task","n.","任務","I have a lot of tasks to do today.","我今天有很多任務要完成。"
"1814","taste","v./n.","味道/品嚐","This soup tastes very good.","這湯嚐起來很好喝。"
"1815","taxi","n.","計程車","We took a taxi to the airport.","我們搭計程車去機場。"
"1816","tea","n.","茶","Would you like a cup of tea?","你想要來杯茶嗎？"
"1817","teach","v.","教導","She teaches English at the school.","她在學校教英文。"
"1818","teacher","n.","老師","Our teacher is very kind.","我們的老師非常和藹。"
"1819","team","n.","團隊/隊伍","Our team won the basketball game.","我們的隊伍贏得了籃球賽。"
"1820","teapot","n.","茶壺","She poured some tea from the teapot.","她從茶壺倒了一些茶。"
"1821","tear","n./v.","眼淚/撕裂","Tears ran down her cheeks.","眼淚從她的臉頰流下。"
"1822","teenager","n.","青少年","This program is popular among teenagers.","這個節目在青少年間很受歡迎。"
"1823","telephone","n.","電話","Can I use your telephone?","我可以借用你的電話嗎？"
"1824","television","n.","電視","They are watching television.","他們正在看電視。"
"1825","tell","v.","告訴","Can you tell me the truth?","你能告訴我真相嗎？"
"1826","temple","n.","寺廟","There is an old temple in the village.","村子裡有一座古老的寺廟。"
"1827","ten","num.","十","I have ten fingers.","我有十根手指。"
"1828","tennis","n.","網球","She plays tennis every Saturday.","她每週六打網球。"
"1829","tent","n.","帳篷","We slept in a tent during the camping trip.","露營期間我們睡在帳篷裡。"
"1830","term","n.","學期/術語","The school term ends in June.","學期在六月結束。"
"1831","terrible","adj.","糟糕的","I had a terrible day at work.","我今天工作過得很糟糕。"
"1832","terrific","adj.","極好的","You did a terrific job on the project.","你在專案上表現得太棒了。"
"1833","test","n./v.","測試","We have a science test tomorrow.","我們明天有科學考試。"
"1834","textbook","n.","教科書","Please open your textbook to page 20.","請將教科書打開到第 20 頁。"
"1835","than","conj./prep.","比","She is taller than her brother.","她比她哥哥高。"
"1836","thank","v.","感謝","Thank you for your help.","感謝你的幫忙。"
"1837","that","conj./pron./adj.","那個/那","I believe that he is honest.","我相信他是誠實的。"
"1838","the","art.","這/那","The book is on the desk.","那本書在桌子上。"
"1839","theater","n.","劇院/電影院","We are going to the theater to see a movie.","我們要去電影院看電影。"
"1840","their","pron.","他們的","Their house is near the park.","他們的房子靠近公園。"
"1841","them","pron.","他們（受格）","I saw them at the park yesterday.","我昨天在公園看到他們。"
"1842","themselves","pron.","他們自己","The children can dress themselves.","孩子們可以自己穿衣服。"
"1843","pro","n.","專業人士","He plays like a real pro.","他打起球來就像個專業人士。"
"1844","then","adv.","當時/然後","I was living in Taipei then.","我當時住在台北。"
"1845","there","adv.","在那裡","Put the box over there.","把箱子放在那邊。"
"1846","therefore","adv.","因此","It was raining; therefore, we stayed home.","在下雨；因此，我們待在家裡。"
"1847","these","pron./adj.","這些","These are my favorite books.","這些是我最喜歡的書。"
"1848","they","pron.","他們","They are playing soccer.","他們正在踢足球。"
"1849","thick","adj.","厚的","This is a thick book.","這是一本厚書。"
"1850","thief","n.","小偷","The thief was caught by the police.","小偷被警察抓住了。"
"1851","thin","adj.","薄的/瘦的","She has thin hair.","她的頭髮很稀疏（薄）。"
"1852","thing","n.","事情/物","I have many things to do today.","我今天有很多事情要做。"
"1853","think","v.","想/認為","I think it is a good idea.","我認為這是一個好主意。"
"1854","third","num.","第三","He finished in third place.","他獲得了第三名。"
"1855","thirsty","adj.","口渴的","I am very thirsty; may I have some water?","我很渴，可以給我一些水嗎？"
"1856","this","pron./adj.","這個/這","This is my friend, Mary.","這是我的朋友，瑪麗。"
"1857","those","pron./adj.","那些","Those are my shoes.","那些是我的鞋子。"
"1858","though","conj.","雖然","Though it was cold, we went swimming.","雖然很冷，我們還是去游泳了。"
"1859","thought","v./n.","想（think 的過去式）/想法","I thought he was right.","我以為他是對的。"
"1860","thousand","num.","一千","There are a thousand people in the hall.","大廳裡有一千個人。"
"1861","three","num.","三","I have three brothers.","我有三個兄弟。"
"1862","throat","n.","喉嚨","I have a sore throat.","我喉嚨痛。"
"1863","through","prep./adv.","通過","We drove through the tunnel.","我們開車穿過了隧道。"
"1864","throughout","prep./adv.","遍及/在...期間","It rained throughout the night.","雨下了一整夜。"
"1865","throw","v.","投擲","He threw the ball to his friend.","他把球扔給了他的朋友。"
"1866","thumb","n.","拇指","He cut his thumb while cooking.","他烹飪時割傷了拇指。"
"1867","thunder","n.","雷聲","I heard the thunder before the rain.","下雨前我聽到了雷聲。"
"1868","Thursday","n.","週四","We have a meeting on Thursday.","我們週四有個會議。"
"1869","thus","adv.","因此","He did not study; thus, he failed the test.","他沒讀書；因此，他考試不及格。"
"1870","ticket","n.","票","I bought a ticket for the concert.","我買了一張演唱會的票。"
"1871","tidy","adj./v.","整潔的/整理","Please keep your room tidy.","請保持你的房間整潔。"
"1872","tie","v./n.","繫/領帶","He wore a red tie to the party.","他戴著一條紅領帶參加派對。"
"1873","tiger","n.","老虎","The tiger is a powerful animal.","老虎是一種強大的動物。"
"1874","till","prep./conj.","直到","Wait till I come back.","等到我回來。"
"1875","time","n.","時間","What time is it?","現在幾點了？"
"1876","tiny","adj.","微小的","The baby has tiny feet.","嬰兒有小小的腳。"
"1877","tip","n./v.","小費/建議/頂端","The waiter received a good tip.","服務生收到了一筆不錯的小費。"
"1878","tired","adj.","疲倦的","I am very tired after work.","下班後我很疲倦。"
"1879","title","n.","標題/頭銜","What is the title of the book?","這本書的標題是什麼？"
"1880","to","prep./inf.","向/至","I am going to the park.","我要去公園。"
"1881","toast","n./v.","吐司/烤麵包","I had toast and eggs for breakfast.","我早餐吃了吐司和蛋。"
"1882","today","n./adv.","今天","It is a beautiful day today.","今天是美好的一天。"
"1883","toe","n.","腳趾","I stubbed my toe on the table.","我的腳趾踢到了桌子。"
"1884","tofu","n.","豆腐","He likes to eat tofu.","他喜歡吃豆腐。"
"1885","together","adv.","一起","We went to the movie together.","我們一起去看電影。"
"1886","toilet","n.","廁所","Where is the nearest toilet?","最近的廁所在哪裡？"
"1887","tomato","n.","番茄","She is cutting a tomato for the salad.","她正在切番茄準備做沙拉。"
"1888","tomorrow","n./adv.","明天","I will call you tomorrow.","我明天會打電話給你。"
"1889","tongue","n.","舌頭","Don't stick out your tongue.","不要伸出你的舌頭。"
"1890","top","n./adj.","頂部","The book is on top of the desk.","那本書在桌子頂端（桌面上）。"
"1891","topic","n.","主題","What is the topic of today's meeting?","今天會議的主題是什麼？"
"1892","total","n./adj.","總數/總共的","The total number of students is one hundred.","學生總數是一百人。"
"1893","touch","v./n.","觸摸/聯繫","Don't touch the wet paint.","不要觸摸潮濕的油漆。"
"1894","tour","n./v.","旅遊/巡迴","We went on a tour of the museum.","我們去參觀了博物館（進行了導覽）。"
"1895","toward","prep.","朝向","She walked toward the bus stop.","她朝公車站走去。"
"1896","towel","n.","毛巾","Please use a clean towel.","請使用乾淨的毛巾。"
"1897","tower","n.","塔","The tower is very high.","那座塔非常高。"
"1898","town","n.","城鎮","He lives in a small town.","他住在一個小城鎮。"
"1899","toy","n.","玩具","The child is playing with his toy car.","孩子正在玩他的玩具車。"
"1900","trace","n./v.","痕跡/追蹤","The police found some traces of the thief.","警察發現了一些小偷的痕跡。"
"1901","track","n.","軌道/足跡","The train is on the right track.","火車在正確的軌道上。"
"1902","trade","n./v.","貿易/交易","They trade goods with other countries.","他們與其他國家進行貨物貿易。"
"1903","tradition","n.","傳統","It is a tradition to have turkey on Thanksgiving.","感恩節吃火雞是一種傳統。"
"1904","traditional","adj.","傳統的","She likes to wear traditional clothes.","她喜歡穿傳統服裝。"
"1905","traffic","n.","交通","The traffic is very heavy this morning.","今天早上的交通非常壅塞。"
"1906","train","n./v.","火車/訓練","I take the train to work.","我搭火車上班。"
"1907","trap","n./v.","陷阱/誘捕","The mouse was caught in a trap.","老鼠掉進陷阱裡被抓住了。"
"1908","trash","n.","垃圾","Please throw your trash in the bin.","請把你的垃圾扔進垃圾桶。"
"1909","travel","v./n.","旅遊","He likes to travel around the world.","他喜歡到世界各地旅遊。"
"1910","treasure","n.","寶藏","They are looking for buried treasure.","他們正在尋找埋藏的寶藏。"
"1911","treat","v./n.","款待/對待","I will treat you to dinner tonight.","我今晚請你吃晚餐。"
"1912","treatment","n.","處理/治療","She is receiving medical treatment at the hospital.","她正在醫院接受治療。"
"1913","tree","n.","樹","There is a big tree in the garden.","花園裡有一棵大樹。"
"1914","trial","n.","審判/試驗","The trial will last for two weeks.","審判將持續兩週。"
"1915","triangle","n.","三角形","Draw a triangle on the board.","在黑板上畫一個三角形。"
